Date,Open,High,Low,Close,Volume,EMA_7,EMA_40,MACD,Signal_Line,MACD_Hist,RSI,ATR,Asset
2020-01-23,94.26,94.5,93.64,94.23,49690000.0,94.1347847589478,94.5492335401672,-0.2197759413360103,-0.2097871024273232,-0.009988838908687,24.710408787726536,1.3335714285714295,Amazon
2020-01-24,94.57,94.75,92.37,93.08,75320000.0,93.87108856921084,94.47756361137856,-0.2933441585199148,-0.2264985136458415,-0.0668456448740732,22.348914190073245,1.4083163265306131,Amazon
2020-01-27,91.0,92.05,90.77,91.42,70570000.0,93.25831642690814,94.32841416692106,-0.4800617741651933,-0.2772111657497119,-0.2028506084154814,19.458203094654,1.472722303206998,Amazon
2020-01-28,92.03,92.91,91.5,92.66,56160000.0,93.10873732018108,94.24702810999808,-0.5219623360050605,-0.3261613998007817,-0.1958009362042788,27.04884833122792,1.473956424406498,Amazon
2020-01-29,93.2,93.74,92.75,92.9,42030000.0,93.05655299013584,94.1813194217055,-0.529696823645935,-0.3668684845698123,-0.1628283390761226,28.45429759198969,1.445816679806034,Amazon
2020-01-30,92.9,93.64,92.53,93.53,126550000.0,93.17491474260186,94.1495477425979,-0.479463766115046,-0.3893875408788591,-0.0900762252361869,32.14959546019324,1.421829774105603,Amazon
2020-01-31,102.57,102.79,100.11,100.44,311350000.0,94.9911860569514,94.45639907222728,0.116581663758069,-0.2881936999514735,0.4047753637095425,57.85903309595874,1.9816990759552031,Amazon
2020-02-03,100.53,102.42,100.01,100.21,117980000.0,96.29588954271354,94.73706253211864,0.5638926795987373,-0.1177764240414313,0.6816691036401686,57.0837028180469,2.01229199910126,Amazon
2020-02-04,101.49,102.99,100.77,102.48,105790000.0,97.84191715703516,95.11476679884454,1.0890065218716245,0.1235801651411798,0.9654263567304446,62.43416526890058,2.067128284879741,Amazon
2020-02-05,103.55,103.55,101.6,101.99,87520000.0,98.87893786777636,95.4501440281692,1.448921851038449,0.3886485023206337,1.060273348717815,60.67568039157631,2.0587619788169027,Amazon
2020-02-06,102.05,102.81,101.24,102.51,63660000.0,99.78670340083228,95.79452724630728,1.755876347097498,0.6620940712760066,1.0937822758214917,61.90201854796314,2.0238504089014104,Amazon
2020-02-07,102.1,104.93,101.91,103.96,101910000.0,100.8300275506242,96.19284299038983,2.092027290196768,0.9480807150601588,1.143946575136609,65.16431017121987,2.095003951122739,Amazon
2020-02-10,104.25,106.78,104.25,106.7,101120000.0,102.29752066296815,96.70538723476108,2.550128145443267,1.2684902011367805,1.2816379443064867,70.33382325373493,2.146789383185401,Amazon
2020-02-11,107.55,109.3,106.8,107.54,114920000.0,103.60814049722612,97.2339049306264,2.9469863295202146,1.604189426813467,1.3427969027067472,71.71938985222103,2.179161570100729,Amazon
2020-02-12,108.16,109.01,107.76,108.0,66690000.0,104.70610537291958,97.75908029986412,3.2610263731187388,1.9355568160745216,1.325469557044217,72.47747388096084,2.128507172236391,Amazon
2020-02-13,107.25,108.51,107.1,107.49,60640000.0,105.40207902968967,98.23375930962683,3.4292226879253462,2.2342899904446867,1.1949326974806596,70.2297311308441,2.0771852313623635,Amazon
2020-02-14,107.78,107.95,106.29,106.74,52120000.0,105.73655927226729,98.64869787988894,3.462091906786071,2.479850373712964,0.9822415330731076,66.94184328415889,2.047386286265052,Amazon
2020-02-18,106.25,108.3,106.21,107.78,59020000.0,106.24741945420044,99.09412725160166,3.531353067924414,2.6901509125552536,0.8412021553691602,69.1019900401231,2.0504301229604054,Amazon
2020-02-19,108.39,109.25,108.06,108.51,51220000.0,106.81306459065031,99.55343811737718,3.6036077888399234,2.872842287812188,0.7307655010277356,70.55634541881571,2.0089708284632333,Amazon
2020-02-20,108.65,108.84,106.37,107.66,62630000.0,107.02479844298772,99.94888016043195,3.551344589684362,3.0085427481866227,0.5428018414977394,66.62400149100421,2.0419014835730023,Amazon
2020-02-21,107.11,107.23,104.4,104.8,93010000.0,106.4685988322408,100.185520152606,3.2417783272156697,3.055189863992432,0.1865884632232375,55.4298557634156,2.1289085204606444,Amazon
2020-02-24,100.16,101.96,99.4,100.46,130940000.0,104.9664491241806,100.19890941345449,2.6160864882192385,2.967369188837793,-0.351282700618555,43.48872836687634,2.362557911856312,Amazon
2020-02-25,101.32,101.73,97.92,98.64,124380000.0,103.38483684313545,100.12286505182256,1.9508739478292083,2.7640701406360764,-0.8131961928068678,39.63285078499184,2.465946632438004,Amazon
2020-02-26,98.51,100.73,98.02,98.98,104810000.0,102.2836276323516,100.0671155370995,1.434586356950078,2.4981733838988767,-1.0635870269487988,40.69079039377695,2.4833790158352897,Amazon
2020-02-27,96.72,98.75,94.14,94.22,162880000.0,100.26772072426373,99.7818903889483,0.6340238699997656,2.1253434811190544,-1.4913196111192888,32.186366773826464,2.651709086132769,Amazon
2020-02-28,90.73,94.49,90.56,94.19,189880000.0,98.74829054319778,99.509115248024,-0.0028159573259785,1.6997115934300475,-1.7025275507560262,32.140773154993795,2.7430155799804283,Amazon
2020-03-02,95.32,97.73,93.5,97.7,135230000.0,98.48621790739834,99.42086572373012,-0.2217324493068133,1.3154227848826756,-1.537155234189489,42.41827020160949,2.849228752838969,Amazon
2020-03-03,98.77,99.82,94.4,95.45,150690000.0,97.72716343054876,99.2271649567189,-0.5702085333452942,0.9382965212370816,-1.508505054582376,38.40309278438741,3.032855270493328,Amazon
2020-03-04,97.33,98.9,96.1,98.79,95460000.0,97.99287257291157,99.20583983687894,-0.5702942569270562,0.6365783656042542,-1.2068726225313102,46.49894811152788,3.062651322600947,Amazon
2020-03-05,96.65,98.04,95.5,96.2,94960000.0,97.54465442968367,99.05921350337265,-0.7704720260361171,0.35516828727618,-1.1256403133122972,41.90002551577682,3.078890513843737,Amazon
2020-03-06,93.75,95.54,93.47,95.05,105470000.0,96.92099082226277,98.8636421129642,-1.0102640442721338,0.0820818209665172,-1.092345865238651,40.00793517322266,3.053969762854899,Amazon
2020-03-09,88.69,93.14,88.06,90.03,156260000.0,95.19824311669709,98.4327327416001,-1.5870781435251755,-0.2517501719318213,-1.3353279715933544,33.00210263140433,3.3351147797938343,Amazon
2020-03-10,93.54,94.71,90.91,94.59,142670000.0,95.04618233752282,98.24528236396108,-1.6571509774866795,-0.532830333042793,-1.124320644443887,42.800434659708095,3.43117800980856,Amazon
2020-03-11,92.89,93.57,90.08,91.04,112940000.0,94.04463675314211,97.89380517547517,-1.9763573177415596,-0.8215357299825463,-1.1548215877590131,38.12569967795184,3.508236723393663,Amazon
2020-03-12,86.1,88.25,83.75,83.83,226920000.0,91.49097756485658,97.20776589862272,-2.7790818599043234,-1.213044955966902,-1.5660369039374216,30.77404642219379,3.7783626717226872,Amazon
2020-03-13,87.75,89.32,84.03,89.25,176190000.0,90.93073317364244,96.81958219625088,-2.943961978579935,-1.5592283604895083,-1.3847336180904266,40.12137886351728,3.900622480885352,Amazon
2020-03-16,82.08,87.97,81.3,84.46,178350000.0,89.31304988023182,96.21667574765328,-3.4217003965898414,-1.9317227677095752,-1.4899776288802662,35.552498566635435,4.189863732250684,Amazon
2020-03-17,88.77,92.89,84.46,90.39,218340000.0,89.58228741017386,95.93244766240188,-3.2839547081749174,-2.202169155802644,-1.0817855523722737,44.04739526219925,4.492730608518493,Amazon
2020-03-18,87.5,92.08,87.25,91.5,192900000.0,90.0617155576304,95.71623070326034,-3.0500633031982574,-2.3717479852817664,-0.6783153179164909,45.49562139044922,4.516821279338601,Amazon
2020-03-19,93.0,97.25,91.63,94.05,208000000.0,91.0587866682228,95.63495115675984,-2.6286376918553174,-2.4231259265964766,-0.2055117652588407,48.77576910108035,4.6049054736715584,Amazon
2020-03-20,96.32,97.85,91.04,92.3,196360000.0,91.3690900011671,95.47227061252764,-2.408106085340421,-2.4201219583452653,0.0120158730048443,46.69870729989504,4.76241222555216,Amazon
2020-03-23,91.39,95.97,90.6,95.14,156170000.0,92.31181750087532,95.45606228996532,-1.981329401200924,-2.332363446916397,0.3510340457154735,50.39079916442351,4.805811352298434,Amazon
2020-03-24,97.57,97.75,95.02,97.0,142940000.0,93.48386312565648,95.53137632460115,-1.4760048834141628,-2.1610917342159506,0.6850868508017878,52.70158974140915,4.657539112848546,Amazon
2020-03-25,96.03,97.51,94.29,94.29,129580000.0,93.68539734424236,95.47082138193768,-1.2794571286420222,-1.984764813101165,0.7053076844591428,49.11213716163106,4.5548577476450784,Amazon
2020-03-26,95.1,97.82,94.46,97.77,124700000.0,94.70654800818176,95.58297643647728,-0.8332791768559673,-1.7544676858521258,0.9211885089961585,53.49261107445919,4.481653622813286,Amazon
2020-03-27,96.54,96.99,95.0,95.0,107760000.0,94.77991100613632,95.55453856152717,-0.6951821584839166,-1.542610580378484,0.8474284218945674,49.81668381390223,4.359392649755194,Amazon
2020-03-30,96.14,98.68,95.62,98.2,122520000.0,95.63493325460225,95.68358546096486,-0.3237935297481584,-1.298847170252419,0.9750536405042604,53.76908057788211,4.310864603344109,Amazon
2020-03-31,98.22,99.65,97.2,97.49,102470000.0,96.09869994095168,95.7717032433568,-0.0857677547586206,-1.0562312871536594,0.9704635323950388,52.77589626912903,4.1779457031052445,Amazon
2020-04-01,96.65,97.25,94.65,95.39,82440000.0,95.92152495571376,95.75308357294917,-0.065824281421996,-0.8581498860073268,0.7923256045853307,49.84331671479264,4.08237815288344,Amazon
2020-04-02,95.08,96.38,94.5,95.94,86720000.0,95.92614371678532,95.76220144743944,-0.0055742748884881,-0.687634763783559,0.6820604888950709,50.617274579771134,3.92506542767748,Amazon
2020-04-03,95.56,96.32,94.46,95.33,72200000.0,95.777107787589,95.74111845000338,-0.0069672979760326,-0.5515012706220538,0.5445339726460211,49.70124892127318,3.7775607542719456,Amazon
2020-04-06,96.8,99.93,96.5,99.88,115460000.0,96.80283084069174,95.94301511097883,0.354983664539148,-0.3702042835898134,0.7251879481289614,56.085154891647065,3.836306414681093,Amazon
2020-04-07,100.86,101.79,99.88,100.58,102280000.0,97.7471231305188,96.16920949580911,0.690358536429514,-0.1580917195859479,0.8484502560154619,56.989583425771066,3.69871309934673,Amazon
2020-04-08,101.05,102.2,100.56,102.15,79550000.0,98.8478423478891,96.46095537406234,1.0704914584355976,0.0876249160183611,0.9828665424172364,59.02774702760663,3.5516621636791066,Amazon
2020-04-09,102.22,102.65,100.88,102.14,93110000.0,99.6708817609168,96.73798194118125,1.3553193436718658,0.341163801549062,1.0141555421228037,59.008566281952206,3.4244005805591717,Amazon
2020-04-13,102.0,109.0,101.9,108.44,134330000.0,101.8631613206876,97.30881209039192,2.065593962091484,0.6860498336575465,1.3795441284339371,66.41319384946411,3.686943396233516,Amazon
2020-04-14,110.02,114.6,109.31,114.17,161740000.0,104.93987099051571,98.1313090615923,3.0556314100032296,1.1599661489266833,1.8956652610765463,71.46243171725155,3.8635902965025504,Amazon
2020-04-15,112.88,116.67,112.25,115.38,137330000.0,107.54990324288678,98.9727086195634,3.893003981330068,1.70657371540736,2.186430265922708,72.40581909625506,3.903333846752368,Amazon
2020-04-16,117.3,123.05,116.75,120.41,240760000.0,110.76492743216508,100.0184301503164,4.905953956229098,2.346449763571708,2.55950419265739,75.96310493716541,4.172381429127199,Amazon
2020-04-17,118.62,120.0,115.8,118.75,158600000.0,112.7611955741238,100.93216526493512,5.511245771819745,2.979408965221316,2.531836806598429,72.63518338487893,4.203639898475257,Amazon
2020-04-20,119.5,122.25,119.3,119.68,115410000.0,114.49089668059284,101.84669378859682,5.996859065837256,3.582898985344504,2.4139600804927523,73.33986392418714,4.153379905727024,Amazon
2020-04-21,120.83,121.42,113.98,116.41,149530000.0,114.97067251044464,102.55709896964088,6.048130346724648,4.075945257620533,1.9721850891041148,66.82386759007085,4.38813848388938,Amazon
2020-04-22,118.45,119.7,117.55,118.17,84370000.0,115.7705043828335,103.31870389795108,6.159774451730726,4.492711096442571,1.667063355288155,68.44869649485594,4.309700020754424,Amazon
2020-04-23,120.0,121.21,119.1,119.97,101330000.0,116.82037828712512,104.13096224439248,6.320637788111753,4.858296434776408,1.462341353335345,70.06352731225604,4.219007162129108,Amazon
2020-04-24,120.85,121.02,119.1,120.51,76640000.0,117.74278371534383,104.92993969588552,6.417717179428962,5.170180583706919,1.2475365957220437,70.55048784684921,4.054792364834172,Amazon
2020-04-27,122.16,122.24,118.15,118.8,112910000.0,118.00708778650788,105.6065280034033,6.28422989707714,5.392990446380964,0.891239450696176,66.84254404917874,4.057307195917445,Amazon
2020-04-28,118.61,118.67,115.3,115.7,105390000.0,117.4303158398809,106.09889249104216,5.860737241136803,5.486539805332132,0.3741974358046711,60.622191230211264,4.017499539066199,Amazon
2020-04-29,116.5,119.59,115.5,118.64,91830000.0,117.73273687991068,106.71065383294253,5.696681886868603,5.528568221639427,0.1681136652291766,64.04003083762055,4.022678143418614,Amazon
2020-04-30,120.99,123.75,119.8,123.7,190690000.0,119.224552659933,107.53940242645751,5.906875761594449,5.604229729630432,0.3026460319640174,69.02338704967651,4.100343990317284,Amazon
2020-05-01,116.84,118.12,112.91,114.3,195450000.0,117.99341449494976,107.8691876739474,5.25438519892559,5.534260823489464,-0.279875624563874,54.04081077207398,4.578176562437478,Amazon
2020-05-04,112.82,116.35,112.82,115.8,97320000.0,117.4450608712123,108.25605656790115,4.802953730180164,5.387999404827604,-0.5850456746474402,55.69355344253284,4.503306807977658,Amazon
2020-05-05,117.0,117.55,115.36,115.89,64849999.99999999,117.05629565340922,108.6284440523938,4.401713078255071,5.190742139513098,-0.7890290612580273,55.79626699782295,4.3380706074078255,Amazon
2020-05-06,116.47,117.87,116.0,117.56,62360000.0,117.18222174005692,109.06412970837458,4.170408144943323,4.986675340599144,-0.8162671956558203,57.75336084660152,4.169636992592982,Amazon
2020-05-07,118.74,118.8,117.16,118.38,67930000.0,117.4816663050427,109.51856240552704,4.007073417762385,4.790754956031792,-0.7836815382694073,58.71980444891203,3.9889486359791975,Amazon
2020-05-08,118.61,119.36,117.85,118.98,64220000.0,117.85624972878202,109.98009594672084,3.88130320794528,4.60886460641449,-0.7275613984692102,59.45075699397656,3.811880876266398,Amazon
2020-05-11,118.73,120.98,118.61,120.45,65180000.00000001,118.50468729658652,110.49082297371004,3.855798875946761,4.458251460320945,-0.6024525843741841,61.26064057234365,3.708889385104513,Amazon
2020-05-12,120.59,120.95,117.75,117.85,61500000.0,118.34101547243988,110.84980721889492,3.5844687141137683,4.28349491107951,-0.6990261969657414,56.460506630480246,3.6725401433113336,Amazon
2020-05-13,118.34,120.39,116.89,118.4,95660000.0,118.35576160432991,111.2181093057781,3.3749141005510097,4.1017787489738105,-0.7268646484228007,57.22407038314947,3.660215847360525,Amazon
2020-05-14,118.05,119.57,117.66,119.44,72960000.0,118.62682120324745,111.61917714452063,3.2552355389214824,3.932470106963345,-0.6772345680418628,58.6990214332064,3.5352004296919155,Amazon
2020-05-15,118.43,120.55,117.82,120.49,84700000.0,119.09261590243558,112.05190021064158,3.2081342665459687,3.7876029388798704,-0.5794686723339018,60.19145529857315,3.4776861132853503,Amazon
2020-05-18,120.22,121.65,119.2,121.31,87330000.0,119.64696192682668,112.50351483451271,3.200084731020482,3.670099297307993,-0.470014566287511,61.36559092027588,3.4042799623363966,Amazon
2020-05-19,121.49,124.25,121.45,122.47,86410000.0,120.35272144512,112.98968484258523,3.2498455253407315,3.586048542914541,-0.3362030175738093,63.02692273357727,3.371117107883797,Amazon
2020-05-20,123.89,125.0,123.36,124.9,79960000.0,121.48954108384,113.57067582587376,3.445642779861245,3.557967390303882,-0.1123246104426369,66.29648952446652,3.3110373144635257,Amazon
2020-05-21,125.0,126.27,122.13,122.34,102290000.0,121.70215581288002,113.99844773680675,3.3555620786467277,3.5174863279724518,-0.161924249325724,60.25155944032296,3.370248934858988,Amazon
2020-05-22,122.75,123.49,121.51,121.84,57340000.0,121.73661685966002,114.38096248135275,3.206859967112308,3.455361055800423,-0.2485010886881147,59.11776716272446,3.270945439511917,Amazon
2020-05-26,122.9,123.1,120.7,121.09,71360000.0,121.57496264474504,114.7082326042136,2.9939809912136752,3.363085042883074,-0.3691040516693986,57.37373586293477,3.2087350509753505,Amazon
2020-05-27,120.25,120.68,116.5,120.52,101140000.0,121.31122198355877,114.99173345278852,2.7476059418205807,3.2399892226705758,-0.4923832808499946,56.021083997131065,3.30739683304854,Amazon
2020-05-28,119.22,121.85,118.91,120.06,63860000.0,120.99841648766908,115.23896596728665,2.48657015164855,3.08930540846617,-0.6027352568176205,54.89626317206538,3.2811542021165008,Amazon
2020-05-29,120.8,122.12,119.91,122.12,70590000.0,121.2788123657518,115.57462616400436,2.4180484339736097,2.9550540135676586,-0.5370055795940489,58.878230620280426,3.204643187679608,Amazon
2020-06-01,122.4,123.85,122.21,123.55,58760000.0,121.84660927431383,115.96366879015048,2.4508812940975275,2.854219469673633,-0.4033381755761054,61.4242024565032,3.0993115314167783,Amazon
2020-06-02,123.35,123.68,122.27,123.62,50600000.0,122.2899569557354,116.33714836136264,2.4542588193331056,2.7742273396055275,-0.3199685202724218,61.5496979825469,2.978646422029866,Amazon
2020-06-03,123.4,124.4,123.06,123.92,53420000.0,122.69746771680154,116.7070435632474,2.4528678910210147,2.7099554498886254,-0.2570875588676107,62.11848357044925,2.861600249027733,Amazon
2020-06-04,123.87,125.38,122.5,123.03,58970000.0,122.78060078760114,117.01548046260118,2.3528280709358,2.63852997409806,-0.2857019031622601,59.31519241385229,2.8629145169543238,Amazon
2020-06-05,122.23,124.43,121.86,124.15,66129999.99999999,123.12295059070088,117.36350580588892,2.336981168351244,2.578220212948697,-0.241239044597453,61.66002523215833,2.8419920514575865,Amazon
2020-06-08,125.01,126.5,124.37,126.2,79410000.0,123.89221294302564,117.79455430316264,2.4614660034391136,2.5548693710467805,-0.0934033676076668,65.57131971144662,2.806849762067759,Amazon
2020-06-09,126.47,131.32,126.25,130.04,103520000.0,125.42915970726924,118.3918931176425,2.837270748839145,2.611349646605253,0.225921102233892,71.44727296885469,2.9720747790629183,Amazon
2020-06-10,132.25,136.12,131.31,132.37,98920000.0,127.16436978045192,119.0737519899526,3.2852400422569588,2.7461277257355947,0.539112316521364,74.3120853576002,3.1940694377012826,Amazon
2020-06-11,130.18,133.57,126.81,127.9,116000000.0,127.34827733533892,119.50430067336954,3.2421933058491703,2.84534084175831,0.3968524640908604,61.55264568522912,3.448778763579761,Amazon
2020-06-12,130.06,131.07,125.17,127.25,108720000.0,127.3237080015042,119.88213966491249,3.1196673066026364,2.900206134727175,0.2194611718754613,59.94093825636963,3.623865994752635,Amazon
2020-06-15,126.33,129.2,125.4,128.63,77470000.0,127.65028100112816,120.308864559307,3.0982048592544658,2.939805879632633,0.1583989796218325,62.20370175021889,3.6364469951274456,Amazon
2020-06-16,131.0,131.0,128.8,130.76,71910000.0,128.4277107508461,120.81867604421883,3.215996903534318,2.99504408441297,0.2209528191213481,65.44783617169432,3.5459864954754856,Amazon
2020-06-17,132.38,132.75,131.59,132.05,59190000.0,129.33328306313456,121.36654550547644,3.3745405632574688,3.0709433801818697,0.303597183075599,67.27957399521601,3.4348446029415234,Amazon
2020-06-18,132.35,132.98,131.81,132.7,49760000.0,130.17496229735093,121.91939694423368,3.5121512304108364,3.159184950227663,0.3529662801831734,68.19452590157114,3.273069988445699,Amazon
2020-06-19,133.9,134.87,132.95,133.75,115540000.0,131.0687217230132,122.49649953231985,3.6637020239878666,3.260088364979704,0.4036136590081627,69.6699376777406,3.194279274985293,Amazon
2020-06-22,134.22,135.75,133.45,135.69,64180000.00000001,132.2240412922599,123.14008492098716,3.895444645462888,3.387159621076341,0.5082850243865469,72.2328826502541,3.1304021839149163,Amazon
2020-06-23,136.3,139.16,135.9,138.22,84630000.0,133.72303096919492,123.87569053459754,4.234440207638883,3.556615738388849,0.6778244692500337,75.17862822062654,3.154659170778136,Amazon
2020-06-24,139.0,139.8,136.05,136.72,90530000.0,134.4722732268962,124.50224221583667,4.332121172789442,3.711716825268968,0.6204043475204739,70.40937534514282,3.1971835157225548,Amazon
2020-06-25,136.98,137.81,135.61,137.73,59370000.0,135.28670492017216,125.14749869311292,4.439852741807215,3.857344008576618,0.5825087332305969,71.71072089675474,3.125956121742372,Amazon
2020-06-26,138.75,139.13,134.4,134.64,130020000.0,135.1250286901291,125.61054753735132,4.227165478310553,3.931308302523405,0.2958571757871482,62.63506867054349,3.2405306844750585,Amazon
2020-06-29,134.5,134.84,131.5,134.02,84470000.0,134.84877151759684,126.02076473065124,3.962898642484817,3.9376263705156873,0.0252722719691291,60.967775392278725,3.247635635583983,Amazon
2020-06-30,134.25,138.48,133.75,137.94,75390000.0,135.62157863819763,126.60219084135116,4.023397290855144,3.954780554583579,0.0686167362715646,66.95679420733106,3.353518804470841,Amazon
2020-07-01,137.9,144.75,137.7,143.94,127270000.0,137.7011839786482,127.44793762957794,4.503578314041533,4.06454010647517,0.4390382075663632,73.6270311552166,3.6175531755800674,Amazon
2020-07-02,145.6,147.78,143.56,144.51,131870000.0,139.40338798398614,128.28023335496437,4.8739357730731285,4.226419239794762,0.6475165332783668,74.16067143058181,3.6605850916100624,Amazon
2020-07-06,146.75,152.99,146.5,152.85,137610000.0,142.7650409879896,129.47875855716123,5.773857591139802,4.53590691006377,1.2379506810760317,80.407453361916,4.0048290136379165,Amazon
2020-07-07,152.93,153.48,149.5,150.01,105150000.0,144.57628074099222,130.48028252998262,6.186572889156253,4.866040105882266,1.3205327832739862,73.8593216219007,4.003055512663779,Amazon
2020-07-08,151.13,154.2,150.62,154.06,100750000.0,146.94721055574416,131.63051265047125,6.762499998551959,5.245332084416205,1.5171679141357544,76.76522362453599,4.016408690330652,Amazon
2020-07-09,155.8,159.69,153.7,159.13,127770000.0,149.99290791680812,132.97195105776532,7.541103859206117,5.704486439374188,1.8366174198319296,79.7934837280157,4.157379498164177,Amazon
2020-07-10,159.59,160.75,156.78,160.0,109720000.0,152.4946809376061,134.29039246958163,8.1345843328331,6.19050601806597,1.94407831476713,80.2687160825117,4.143995248295307,Amazon
2020-07-13,162.55,167.21,153.42,155.2,154410000.0,153.17101070320456,135.310373324724,8.123954113220805,6.5771956370969376,1.546758476123867,70.42720716987714,4.832995587702787,Amazon
2020-07-14,154.45,156.37,147.5,154.2,144640000.0,153.42825802740342,136.231818528396,7.943272840154549,6.85041107770846,1.0928617624460897,68.54176125202757,5.121353045724017,Amazon
2020-07-15,154.01,154.92,148.66,150.44,115780000.0,152.68119352055254,136.92490055140107,7.411248790428516,6.962578620252471,0.4486701701760447,61.83823622203019,5.202684971029443,Amazon
2020-07-16,148.55,151.6,145.91,150.0,127880000.0,152.0108951404144,137.562710280601,6.874862440467325,6.945035384295442,-0.0701729438281173,61.08534108237147,5.237493187384483,Amazon
2020-07-17,150.45,151.2,147.42,148.1,95230000.0,151.0331713553108,138.0767244132546,6.224703762401248,6.800969059916604,-0.5762652975153557,57.81207318456769,5.133386531142734,Amazon
2020-07-20,150.01,160.07,149.7,159.84,151960000.0,153.2348785164831,139.13834761260804,6.58090760423093,6.756956768779469,-0.1760491645485391,68.90101194209389,5.621716064632539,Amazon
2020-07-21,161.62,162.03,155.29,156.91,122700000.0,154.15365888736233,140.00525748516375,6.551256396499412,6.715816694323458,-0.1645602978240461,64.35463110031014,5.701593488587358,Amazon
2020-07-22,156.25,157.5,153.26,155.0,82080000.0,154.36524416552174,140.736708339546,6.301002528373573,6.632853861133481,-0.3318513327599079,61.505549138147536,5.597193953688262,Amazon
2020-07-23,154.91,154.91,148.5,149.33,113140000.0,153.10643312414132,141.15589329859253,5.580820694048498,6.422447227716484,-0.841626533667986,53.87975425904904,5.661680099853386,Amazon
2020-07-24,146.5,151.58,144.4,150.45,112650000.0,152.442324843106,141.60926435719776,5.042321300271908,6.146422042227569,-1.1041007419556612,55.06491174784519,5.77013152129243,Amazon
2020-07-27,153.1,154.9,150.79,152.76,83410000.0,152.5217436323295,142.15320268123688,4.747231219104833,5.866583877603023,-1.1193526584981894,57.49119758394112,5.675836412628685,Amazon
2020-07-28,152.71,153.85,149.79,150.02,62530000.0,151.89630772424712,142.53694889190822,4.243360286918602,5.541939159466139,-1.2985788725475371,53.78170748253795,5.560419526012352,Amazon
2020-07-29,151.55,151.96,149.84,151.68,59480000.0,151.84223079318537,142.98295138498588,3.932653883787879,5.220082104330487,-1.2874282205426084,55.64877774799972,5.314675274154326,Amazon
2020-07-30,150.7,154.6,150.25,152.59,122570000.0,152.02917309488902,143.45158790279143,3.716998965280453,4.919465476520481,-1.2024665112400277,56.68185919435628,5.245769897429017,Amazon
2020-07-31,162.2,162.34,157.55,158.23,161670000.0,153.57937982116675,144.17248605387476,3.955594126389656,4.726691206494316,-0.7710970801046599,62.51042705674234,5.567500619041229,Amazon
2020-08-03,159.03,159.2,155.2,155.59,101490000.0,154.08203486587507,144.72943795368576,3.8868513708325736,4.558723239361967,-0.6718718685293936,58.5398540113012,5.455536289109712,Amazon
2020-08-04,155.06,158.36,155.06,156.94,93890000.0,154.7965261494063,145.3250751266767,3.8963907917399463,4.426256749837563,-0.5298659580976164,59.94109964560776,5.301569411316161,Amazon
