"Date","Price","Open","High","Low","Vol.","Change %"
"10/30/2023","4,028.32","4,023.42","4,050.98","4,023.42","25.45M","0.35%"
"10/27/2023","4,014.36","4,056.10","4,068.52","4,006.64","24.39M","-0.87%"
"10/26/2023","4,049.40","4,070.75","4,070.75","4,017.74","27.69M","-0.59%"
"10/25/2023","4,073.35","4,062.34","4,082.49","4,040.51","22.48M","0.20%"
"10/24/2023","4,065.37","4,045.42","4,074.32","4,026.65","25.26M","0.58%"
"10/23/2023","4,041.75","4,025.48","4,044.62","3,993.10","26.97M","0.42%"
"10/20/2023","4,024.68","4,077.44","4,077.44","4,024.68","37.66M","-1.61%"
"10/19/2023","4,090.33","4,104.79","4,109.81","4,069.29","31.26M","-0.38%"
"10/18/2023","4,105.86","4,152.53","4,161.50","4,099.90","22.69M","-1.12%"
"10/17/2023","4,152.32","4,148.09","4,163.10","4,111.52","19.07M","0.06%"
"10/16/2023","4,149.86","4,137.07","4,163.40","4,110.83","22.05M","0.33%"
"10/13/2023","4,136.12","4,197.30","4,198.10","4,133.13","29.48M","-1.48%"
"10/12/2023","4,198.23","4,202.79","4,234.49","4,193.98","28.12M","-0.06%"
"10/11/2023","4,200.80","4,203.84","4,217.00","4,172.91","25.13M","-0.11%"
"10/10/2023","4,205.23","4,118.46","4,208.43","4,118.46","26.95M","2.25%"
"10/09/2023","4,112.57","4,139.51","4,139.51","4,097.94","24.82M","-0.77%"
"10/06/2023","4,144.43","4,106.16","4,144.66","4,094.01","26.04M","1.09%"
"10/05/2023","4,099.81","4,104.17","4,122.52","4,092.03","21.89M","0.00%"
"10/04/2023","4,099.85","4,084.78","4,126.60","4,061.94","30.30M","0.10%"
"10/03/2023","4,095.59","4,124.98","4,146.47","4,091.00","29.72M","-1.02%"
"10/02/2023","4,137.63","4,181.62","4,204.17","4,119.45","25.58M","-0.89%"
"09/29/2023","4,174.66","4,171.33","4,215.28","4,171.33","27.20M","0.31%"
"09/28/2023","4,161.56","4,131.44","4,161.59","4,106.48","27.90M","0.72%"
"09/27/2023","4,131.68","4,129.91","4,153.43","4,121.31","21.45M","0.06%"
"09/26/2023","4,129.18","4,165.03","4,165.03","4,114.97","25.88M","-0.92%"
"09/25/2023","4,167.37","4,204.22","4,213.23","4,144.71","23.91M","-0.95%"
"09/22/2023","4,207.16","4,211.04","4,218.69","4,178.44","27.41M","-0.13%"
"09/21/2023","4,212.59","4,271.10","4,271.10","4,200.72","29.53M","-1.48%"
"09/20/2023","4,275.98","4,242.41","4,286.53","4,241.57","33.99M","0.78%"
"09/19/2023","4,242.70","4,245.39","4,264.14","4,230.33","19.67M","-0.07%"
"09/18/2023","4,245.88","4,291.08","4,291.08","4,234.73","23.66M","-1.14%"
"09/15/2023","4,295.05","4,287.65","4,326.90","4,287.65","68.34M","0.36%"
"09/14/2023","4,279.75","4,223.40","4,288.23","4,205.68","39.85M","1.33%"
"09/13/2023","4,223.48","4,236.92","4,238.69","4,198.99","24.76M","-0.44%"
"09/12/2023","4,242.27","4,258.70","4,264.50","4,230.64","25.76M","-0.28%"
"09/11/2023","4,254.33","4,241.43","4,278.96","4,241.43","27.64M","0.40%"
"09/08/2023","4,237.19","4,224.13","4,244.41","4,179.97","23.03M","0.38%"
"09/07/2023","4,221.02","4,235.74","4,252.83","4,209.98","23.79M","-0.41%"
"09/06/2023","4,238.26","4,265.54","4,265.54","4,224.35","27.60M","-0.72%"
"09/05/2023","4,269.16","4,275.92","4,286.77","4,234.79","19.96M","-0.25%"
"09/04/2023","4,279.87","4,286.60","4,323.31","4,272.06","13.82M","-0.06%"
"09/01/2023","4,282.64","4,296.31","4,319.99","4,282.36","23.65M","-0.34%"
"08/31/2023","4,297.11","4,316.16","4,336.74","4,297.11","44.88M","-0.42%"
"08/30/2023","4,315.31","4,326.55","4,340.83","4,294.62","21.39M","-0.26%"
"08/29/2023","4,326.47","4,297.62","4,329.29","4,291.35","22.56M","0.76%"
"08/28/2023","4,293.69","4,245.60","4,299.17","4,245.60","19.00M","1.36%"
"08/25/2023","4,236.25","4,230.82","4,269.52","4,219.99","18.68M","0.10%"
"08/24/2023","4,232.22","4,278.11","4,322.08","4,229.67","22.63M","-0.81%"
"08/23/2023","4,266.67","4,260.97","4,294.29","4,248.82","20.54M","0.15%"
"08/22/2023","4,260.37","4,226.10","4,291.81","4,226.10","19.60M","0.84%"
"08/21/2023","4,224.87","4,212.60","4,262.17","4,212.60","20.94M","0.28%"
"08/18/2023","4,212.95","4,224.45","4,224.45","4,175.37","23.25M","-0.35%"
"08/17/2023","4,227.83","4,281.57","4,281.57","4,224.78","22.27M","-1.32%"
"08/16/2023","4,284.27","4,284.57","4,304.09","4,268.85","18.50M","-0.10%"
"08/15/2023","4,288.57","4,334.07","4,336.72","4,269.86","23.27M","-0.96%"
"08/14/2023","4,330.23","4,318.71","4,343.89","4,306.26","16.99M","0.21%"
"08/11/2023","4,321.33","4,381.72","4,381.72","4,311.11","21.77M","-1.43%"
"08/10/2023","4,384.04","4,320.92","4,402.09","4,320.92","29.36M","1.55%"
"08/09/2023","4,317.33","4,289.02","4,354.97","4,289.02","34.47M","0.66%"
"08/08/2023","4,288.85","4,329.47","4,330.22","4,259.84","58.70M","-1.12%"
"08/07/2023","4,337.50","4,330.23","4,341.11","4,304.13","18.24M","0.11%"
"08/04/2023","4,332.91","4,306.07","4,336.65","4,288.80","25.84M","0.66%"
"08/03/2023","4,304.63","4,335.14","4,335.14","4,279.05","28.07M","-0.73%"
"08/02/2023","4,336.50","4,403.04","4,403.04","4,329.91","31.19M","-1.61%"
"08/01/2023","4,407.54","4,469.62","4,469.62","4,407.11","29.03M","-1.43%"
"07/31/2023","4,471.31","4,466.41","4,491.51","4,458.37","30.44M","0.11%"
"07/28/2023","4,466.50","4,448.60","4,476.04","4,423.64","41.69M","0.43%"
"07/27/2023","4,447.44","4,347.18","4,448.96","4,347.18","38.25M","2.33%"
"07/26/2023","4,346.15","4,390.96","4,390.96","4,312.07","32.51M","-1.03%"
"07/25/2023","4,391.30","4,382.49","4,399.50","4,374.13","18.48M","0.19%"
"07/24/2023","4,383.03","4,386.87","4,386.87","4,364.26","19.92M","-0.19%"
"07/21/2023","4,391.41","4,374.07","4,391.41","4,355.28","26.76M","0.40%"
"07/20/2023","4,373.73","4,360.92","4,376.58","4,340.69","27.57M","0.26%"
"07/19/2023","4,362.28","4,370.91","4,404.59","4,362.09","25.25M","-0.17%"
"07/18/2023","4,369.73","4,354.62","4,374.63","4,345.16","20.71M","0.30%"
"07/17/2023","4,356.79","4,397.33","4,397.33","4,342.54","18.52M","-0.98%"
"07/14/2023","4,400.11","4,389.93","4,411.18","4,388.76","28.87M","0.19%"
"07/13/2023","4,391.76","4,361.16","4,410.28","4,361.16","27.77M","0.72%"
"07/12/2023","4,360.46","4,289.01","4,367.44","4,289.01","30.45M","1.72%"
"07/11/2023","4,286.56","4,257.90","4,301.23","4,257.90","18.46M","0.71%"
"07/10/2023","4,256.51","4,235.35","4,272.49","4,217.75","17.03M","0.47%"
"07/07/2023","4,236.60","4,222.73","4,257.99","4,197.97","24.78M","0.32%"
"07/06/2023","4,223.09","4,349.30","4,349.30","4,213.81","35.24M","-2.93%"
"07/05/2023","4,350.71","4,388.30","4,388.30","4,342.87","24.35M","-0.92%"
"07/04/2023","4,390.99","4,398.05","4,412.54","4,389.52","18.59M","-0.16%"
"07/03/2023","4,398.15","4,401.03","4,420.01","4,397.76","24.61M","-0.02%"
"06/30/2023","4,399.09","4,354.95","4,409.50","4,346.40","39.20M","1.02%"
"06/29/2023","4,354.69","4,345.23","4,371.60","4,341.64","24.42M","0.23%"
"06/28/2023","4,344.75","4,313.04","4,349.39","4,313.04","24.70M","0.92%"
"06/27/2023","4,305.26","4,286.18","4,311.12","4,272.27","23.67M","0.58%"
"06/26/2023","4,280.57","4,272.10","4,294.16","4,238.07","23.76M","0.21%"
"06/23/2023","4,271.61","4,296.75","4,296.75","4,253.15","28.40M","-0.76%"
"06/22/2023","4,304.47","4,304.02","4,304.59","4,261.34","25.39M","-0.42%"
"06/21/2023","4,322.75","4,339.47","4,350.10","4,316.47","25.13M","-0.47%"
"06/20/2023","4,343.14","4,361.50","4,365.23","4,338.35","24.01M","-0.44%"
"06/19/2023","4,362.38","4,392.17","4,392.17","4,356.51","22.40M","-0.74%"
"06/16/2023","4,394.82","4,365.74","4,410.20","4,363.96","75.50M","0.68%"
"06/15/2023","4,365.12","4,373.58","4,373.58","4,333.64","25.49M","-0.25%"
"06/14/2023","4,375.98","4,346.52","4,385.84","4,343.55","31.34M","0.65%"
"06/13/2023","4,347.55","4,317.75","4,352.01","4,316.52","25.60M","0.72%"
"06/12/2023","4,316.49","4,291.04","4,332.97","4,291.04","21.54M","0.62%"
"06/09/2023","4,289.79","4,298.48","4,307.42","4,275.09","20.24M","-0.18%"
"06/08/2023","4,297.68","4,284.09","4,305.90","4,276.36","25.60M","0.13%"
"06/07/2023","4,291.91","4,294.50","4,305.25","4,273.28","24.08M","-0.08%"
"06/06/2023","4,295.22","4,292.77","4,299.00","4,275.44","22.40M","0.05%"
"06/05/2023","4,293.24","4,324.10","4,333.18","4,287.14","23.34M","-0.70%"
"06/02/2023","4,323.52","4,259.64","4,327.57","4,259.64","29.37M","1.55%"
"06/01/2023","4,257.61","4,222.56","4,271.37","4,222.56","26.94M","0.94%"
"05/31/2023","4,218.04","4,289.10","4,289.10","4,210.69","97.32M","-1.71%"
"05/30/2023","4,291.58","4,314.96","4,338.71","4,284.11","26.29M","-0.66%"
"05/29/2023","4,320.01","4,340.95","4,359.86","4,314.95","14.88M","-0.40%"
"05/26/2023","4,337.50","4,272.85","4,346.20","4,260.81","26.47M","1.59%"
"05/25/2023","4,269.64","4,264.01","4,284.96","4,251.29","28.42M","0.14%"
"05/24/2023","4,263.74","4,339.50","4,339.50","4,250.26","34.16M","-1.81%"
"05/23/2023","4,342.38","4,382.99","4,383.45","4,342.38","18.70M","-0.99%"
"05/22/2023","4,385.63","4,384.99","4,394.94","4,372.93","23.96M","-0.22%"
"05/19/2023","4,395.30","4,368.24","4,412.88","4,368.24","32.14M","0.64%"
"05/18/2023","4,367.45","4,323.04","4,380.50","4,323.04","26.32M","1.02%"
"05/17/2023","4,323.23","4,313.25","4,332.08","4,293.57","22.87M","0.18%"
"05/16/2023","4,315.51","4,313.12","4,328.78","4,298.31","22.34M","-0.02%"
"05/15/2023","4,316.41","4,315.85","4,338.14","4,302.76","20.45M","-0.03%"
"05/12/2023","4,317.88","4,304.07","4,344.32","4,304.07","24.69M","0.19%"
"05/11/2023","4,309.75","4,303.98","4,341.59","4,281.69","29.58M","0.07%"
"05/10/2023","4,306.76","4,322.65","4,332.29","4,293.21","27.26M","-0.38%"
"05/09/2023","4,323.09","4,344.42","4,344.42","4,305.31","22.74M","-0.59%"
"05/08/2023","4,348.65","4,335.22","4,355.41","4,334.13","19.64M","0.19%"
"05/05/2023","4,340.43","4,280.92","4,340.48","4,280.92","31.87M","1.25%"
"05/04/2023","4,287.03","4,280.66","4,302.04","4,264.41","31.08M","-0.54%"
"05/03/2023","4,310.18","4,303.53","4,329.03","4,303.53","27.49M","0.36%"
"05/02/2023","4,294.85","4,353.41","4,372.66","4,291.66","33.75M","-1.48%"
"04/28/2023","4,359.31","4,353.92","4,376.30","4,305.63","39.59M","0.03%"
"04/27/2023","4,358.05","4,345.04","4,368.95","4,327.98","27.11M","0.24%"
"04/26/2023","4,347.71","4,373.21","4,373.21","4,324.43","35.48M","-0.69%"
"04/25/2023","4,377.85","4,393.23","4,393.23","4,363.98","30.71M","-0.54%"
"04/24/2023","4,401.80","4,398.51","4,411.67","4,387.64","24.13M","-0.15%"
"04/21/2023","4,408.59","4,382.06","4,408.59","4,367.56","39.17M","0.54%"
"04/20/2023","4,384.86","4,391.92","4,400.61","4,365.91","35.90M","-0.20%"
"04/19/2023","4,393.57","4,393.46","4,397.16","4,373.19","25.03M","-0.01%"
"04/18/2023","4,393.95","4,367.62","4,407.74","4,367.62","26.67M","0.60%"
"04/17/2023","4,367.61","4,392.40","4,401.97","4,366.22","26.85M","-0.53%"
"04/14/2023","4,390.75","4,364.09","4,397.58","4,363.31","35.53M","0.63%"
"04/13/2023","4,363.24","4,334.67","4,363.61","4,334.67","28.72M","0.67%"
"04/12/2023","4,334.03","4,332.33","4,374.23","4,323.67","30.18M","0.02%"
"04/11/2023","4,333.29","4,312.66","4,343.92","4,312.66","30.12M","0.55%"
"04/06/2023","4,309.45","4,295.55","4,313.74","4,293.85","28.51M","0.26%"
"04/05/2023","4,298.36","4,316.29","4,320.83","4,286.21","29.79M","-0.39%"
"04/04/2023","4,315.32","4,312.15","4,346.95","4,311.02","28.19M","0.10%"
"04/03/2023","4,311.05","4,312.99","4,329.29","4,304.89","29.10M","-0.09%"
"03/31/2023","4,315.05","4,285.84","4,325.34","4,278.31","36.31M","0.69%"
"03/30/2023","4,285.42","4,232.59","4,295.32","4,232.59","29.62M","1.28%"
"03/29/2023","4,231.27","4,168.61","4,233.59","4,168.61","33.77M","1.51%"
"03/28/2023","4,168.21","4,169.53","4,205.35","4,157.11","30.41M","0.09%"
"03/27/2023","4,164.62","4,133.80","4,190.14","4,133.80","34.83M","0.82%"
"03/24/2023","4,130.62","4,193.16","4,193.16","4,093.16","56.57M","-1.82%"
"03/23/2023","4,207.14","4,195.22","4,215.20","4,166.00","34.03M","0.27%"
"03/22/2023","4,195.70","4,174.90","4,212.81","4,167.12","37.40M","0.34%"
"03/21/2023","4,181.60","4,139.89","4,206.93","4,139.89","49.52M","1.51%"
"03/20/2023","4,119.42","4,054.70","4,136.19","3,980.94","69.87M","1.34%"
"03/17/2023","4,064.99","4,137.37","4,174.67","4,042.75","91.67M","-1.26%"
"03/16/2023","4,116.98","4,060.41","4,135.00","4,021.45","61.73M","2.03%"
"03/15/2023","4,034.92","4,175.62","4,178.46","4,018.30","81.67M","-3.46%"
"03/14/2023","4,179.47","4,104.57","4,189.08","4,088.58","52.29M","2.02%"
"03/13/2023","4,096.54","4,228.32","4,229.22","4,071.94","78.07M","-3.14%"
"03/10/2023","4,229.53","4,256.43","4,256.43","4,190.98","49.66M","-1.32%"
"03/09/2023","4,286.12","4,283.30","4,297.56","4,257.20","28.14M","-0.05%"
"03/08/2023","4,288.45","4,272.37","4,298.95","4,264.23","26.86M","0.22%"
"03/07/2023","4,278.96","4,306.25","4,319.06","4,277.82","30.28M","-0.81%"
"03/06/2023","4,313.78","4,306.65","4,324.27","4,295.69","26.31M","0.44%"
"03/03/2023","4,294.80","4,256.81","4,298.78","4,256.81","30.52M","1.28%"
"03/02/2023","4,240.59","4,204.80","4,241.39","4,178.65","29.38M","0.59%"
"03/01/2023","4,215.75","4,243.38","4,276.06","4,206.32","36.21M","-0.53%"
"02/28/2023","4,238.38","4,238.46","4,268.66","4,222.23","58.92M","-0.23%"
"02/27/2023","4,248.01","4,191.84","4,266.82","4,191.84","30.11M","1.66%"
"02/24/2023","4,178.82","4,263.38","4,280.14","4,171.93","45.71M","-1.86%"
"02/23/2023","4,258.16","4,249.95","4,282.88","4,249.95","32.48M","0.36%"
"02/22/2023","4,242.88","4,245.75","4,248.06","4,205.93","34.87M","-0.18%"
"02/21/2023","4,250.40","4,265.18","4,265.29","4,210.17","28.00M","-0.49%"
"02/20/2023","4,271.18","4,281.72","4,284.56","4,262.21","21.11M","-0.09%"
"02/17/2023","4,274.92","4,283.04","4,288.08","4,232.25","36.87M","-0.52%"
"02/16/2023","4,297.24","4,295.99","4,316.17","4,269.44","36.45M","0.40%"
"02/15/2023","4,280.04","4,237.00","4,283.62","4,234.39","28.25M","0.97%"
"02/14/2023","4,238.76","4,244.47","4,279.57","4,233.73","27.63M","-0.06%"
"02/13/2023","4,241.36","4,202.03","4,244.62","4,202.03","25.44M","1.03%"
"02/10/2023","4,197.94","4,242.36","4,242.36","4,172.95","36.75M","-1.23%"
"02/09/2023","4,250.14","4,226.85","4,275.58","4,226.85","33.41M","0.97%"
"02/08/2023","4,209.15","4,220.86","4,248.38","4,208.40","30.19M","0.00%"
"02/07/2023","4,209.31","4,206.39","4,218.49","4,192.95","35.77M","0.09%"
"02/06/2023","4,205.45","4,246.45","4,246.45","4,186.66","32.75M","-1.23%"
"02/03/2023","4,257.98","4,230.53","4,257.98","4,206.26","54.88M","0.40%"
"02/02/2023","4,241.12","4,174.33","4,245.08","4,174.33","54.60M","1.67%"
"02/01/2023","4,171.44","4,168.81","4,187.61","4,159.01","42.48M","0.19%"
"01/31/2023","4,163.45","4,155.31","4,166.17","4,124.58","43.15M","0.12%"
"01/30/2023","4,158.63","4,166.75","4,166.75","4,122.21","25.85M","-0.46%"
"01/27/2023","4,178.01","4,177.26","4,188.71","4,154.53","27.71M","0.10%"
"01/26/2023","4,173.98","4,156.51","4,183.56","4,156.51","32.65M","0.62%"
"01/25/2023","4,148.11","4,153.63","4,158.77","4,116.99","26.03M","-0.12%"
"01/24/2023","4,153.02","4,154.26","4,167.02","4,132.24","25.72M","0.05%"
"01/23/2023","4,150.82","4,121.97","4,157.13","4,121.97","27.75M","0.75%"
"01/20/2023","4,119.90","4,101.64","4,126.17","4,100.17","36.59M","0.63%"
"01/19/2023","4,094.28","4,156.10","4,158.57","4,092.57","35.79M","-1.92%"
"01/18/2023","4,174.34","4,171.03","4,197.47","4,171.03","29.03M","0.00%"
"01/17/2023","4,174.33","4,153.93","4,193.30","4,142.29","31.15M","0.42%"
"01/16/2023","4,157.00","4,155.74","4,162.51","4,145.27","20.97M","0.15%"
"01/13/2023","4,150.80","4,129.11","4,160.97","4,129.11","31.28M","0.58%"
"01/12/2023","4,126.68","4,104.14","4,144.37","4,104.14","32.44M","0.66%"
"01/11/2023","4,099.76","4,062.38","4,107.81","4,062.38","30.66M","1.04%"
"01/10/2023","4,057.46","4,052.62","4,063.29","4,042.42","26.65M","-0.27%"
"01/09/2023","4,068.62","4,027.51","4,080.55","4,025.16","32.74M","1.26%"
"01/06/2023","4,017.83","3,959.96","4,017.85","3,951.93","28.23M","1.47%"
"01/05/2023","3,959.48","3,967.01","3,974.61","3,950.42","26.93M","-0.36%"
"01/04/2023","3,973.97","3,891.04","3,975.50","3,891.04","39.91M","2.36%"
"01/03/2023","3,882.29","3,852.07","3,921.37","3,852.07","33.16M","0.68%"
"01/02/2023","3,856.09","3,802.51","3,860.74","3,802.51","19.04M","1.65%"
"12/30/2022","3,793.62","3,845.92","3,845.92","3,792.09","16.36M","-1.47%"
"12/29/2022","3,850.07","3,803.24","3,851.39","3,793.25","17.58M","1.08%"
"12/28/2022","3,808.82","3,833.45","3,842.22","3,805.94","13.85M","-0.63%"
"12/27/2022","3,832.89","3,826.99","3,854.61","3,826.99","12.77M","0.42%"
"12/23/2022","3,817.01","3,823.70","3,833.61","3,798.74","14.82M","-0.16%"
"12/22/2022","3,823.29","3,870.98","3,889.70","3,817.49","20.22M","-1.26%"
"12/21/2022","3,872.15","3,810.87","3,874.36","3,810.87","25.09M","1.83%"
"12/20/2022","3,802.49","3,790.58","3,816.90","3,767.26","28.10M","-0.23%"
"12/19/2022","3,811.24","3,808.53","3,835.63","3,808.53","22.54M","0.19%"
"12/16/2022","3,804.02","3,831.00","3,837.77","3,783.94","72.87M","-0.83%"
"12/15/2022","3,835.70","3,950.02","3,950.02","3,831.21","49.10M","-3.51%"
"12/14/2022","3,975.26","3,980.71","3,980.71","3,955.15","26.72M","-0.29%"
"12/13/2022","3,986.83","3,926.36","4,035.15","3,923.93","33.65M","1.66%"
"12/12/2022","3,921.82","3,931.59","3,936.11","3,911.67","20.95M","-0.53%"
"12/09/2022","3,942.62","3,926.59","3,946.50","3,905.94","26.35M","0.54%"
"12/08/2022","3,921.27","3,926.17","3,931.08","3,903.93","19.98M","0.01%"
"12/07/2022","3,920.90","3,929.71","3,944.03","3,911.46","25.63M","-0.46%"
"12/06/2022","3,939.19","3,953.50","3,963.51","3,924.65","26.96M","-0.44%"
"12/05/2022","3,956.53","3,973.45","3,977.73","3,950.31","20.32M","-0.54%"
"12/02/2022","3,977.90","3,974.16","3,996.57","3,940.52","28.79M","-0.17%"
"12/01/2022","3,984.50","3,970.68","4,004.19","3,968.89","35.84M","0.50%"
"11/30/2022","3,964.72","3,945.71","3,972.69","3,943.46","54.93M","0.77%"
"11/29/2022","3,934.44","3,941.55","3,953.98","3,924.56","26.49M","-0.03%"
"11/28/2022","3,935.51","3,952.71","3,957.56","3,925.13","26.03M","-0.68%"
"11/25/2022","3,962.41","3,962.26","3,975.17","3,951.64","22.53M","0.01%"
"11/24/2022","3,961.99","3,948.78","3,976.43","3,947.16","21.29M","0.39%"
"11/23/2022","3,946.44","3,938.57","3,950.14","3,925.37","28.05M","0.42%"
"11/22/2022","3,929.90","3,903.80","3,935.55","3,901.14","32.16M","0.53%"
"11/21/2022","3,909.28","3,915.66","3,921.95","3,896.71","","-0.40%"
"11/18/2022","3,924.84","3,889.56","3,940.94","3,889.56","43.43M","1.20%"
"11/17/2022","3,878.42","3,890.17","3,910.17","3,842.87","32.44M","-0.11%"
"11/16/2022","3,882.78","3,911.68","3,918.97","3,873.34","29.79M","-0.83%"
"11/15/2022","3,915.09","3,896.29","3,932.23","3,889.25","31.09M","0.71%"
"11/14/2022","3,887.51","3,873.51","3,915.67","3,872.21","27.38M","0.49%"
"11/11/2022","3,868.50","3,873.07","3,890.25","3,859.50","38.27M","0.57%"
"11/10/2022","3,846.56","3,717.69","3,849.14","3,706.79","44.83M","3.18%"
"11/09/2022","3,728.03","3,735.47","3,739.65","3,708.51","30.77M","-0.30%"
"11/08/2022","3,739.28","3,704.20","3,741.29","3,695.17","27.40M","0.82%"
"11/07/2022","3,708.80","3,682.46","3,719.21","3,667.98","34.45M","0.55%"
"11/04/2022","3,688.33","3,601.92","3,711.21","3,601.92","50.02M","2.65%"
"11/03/2022","3,593.18","3,596.07","3,597.58","3,563.42","28.57M","-0.80%"
"11/02/2022","3,622.01","3,653.42","3,675.66","3,621.18","29.43M","-0.79%"
"11/01/2022","3,651.02","3,628.60","3,680.24","3,628.60","27.27M","0.93%"
"10/31/2022","3,617.54","3,622.55","3,631.23","3,606.97","29.74M","0.13%"
"10/28/2022","3,613.02","3,594.60","3,615.91","3,558.55","29.71M","0.24%"
"10/27/2022","3,604.51","3,604.95","3,618.73","3,565.36","38.26M","-0.02%"
"10/26/2022","3,605.31","3,586.47","3,609.72","3,560.43","31.45M","0.55%"
"10/25/2022","3,585.58","3,536.92","3,585.58","3,511.52","29.93M","1.64%"
"10/24/2022","3,527.79","3,488.78","3,552.74","3,473.21","31.33M","1.47%"
"10/21/2022","3,476.63","3,477.27","3,488.01","3,422.93","38.82M","-0.46%"
"10/20/2022","3,492.85","3,467.57","3,501.58","3,451.75","29.62M","0.62%"
"10/19/2022","3,471.24","3,466.71","3,498.20","3,458.17","23.23M","0.21%"
"10/18/2022","3,463.83","3,449.95","3,511.06","3,449.95","32.67M","0.64%"
"10/17/2022","3,441.64","3,382.12","3,456.81","3,369.55","26.49M","1.77%"
"10/14/2022","3,381.73","3,371.71","3,452.99","3,371.71","34.86M","0.57%"
"10/13/2022","3,362.40","3,321.18","3,373.11","3,256.32","35.40M","0.93%"
"10/12/2022","3,331.53","3,339.50","3,365.85","3,315.54","27.90M","-0.26%"
"10/11/2022","3,340.35","3,352.54","3,356.41","3,310.41","28.87M","-0.49%"
"10/10/2022","3,356.88","3,367.86","3,389.94","3,338.36","24.64M","-0.55%"
"10/07/2022","3,375.46","3,419.31","3,434.13","3,373.65","28.23M","-1.69%"
"10/06/2022","3,433.45","3,455.28","3,476.67","3,419.80","26.75M","-0.41%"
"10/05/2022","3,447.72","3,479.24","3,480.45","3,427.70","30.01M","-1.05%"
"10/04/2022","3,484.48","3,359.71","3,484.48","3,359.71","37.03M","4.26%"
"10/03/2022","3,342.17","3,309.02","3,348.45","3,259.75","31.50M","0.72%"
"09/30/2022","3,318.20","3,282.00","3,324.24","3,279.98","39.52M","1.19%"
"09/29/2022","3,279.04","3,332.80","3,332.80","3,249.57","40.55M","-1.69%"
"09/28/2022","3,335.30","3,322.59","3,339.55","3,259.33","43.67M","0.20%"
"09/27/2022","3,328.65","3,349.94","3,396.08","3,328.65","38.82M","-0.42%"
"09/26/2022","3,342.56","3,343.20","3,377.61","3,325.20","32.22M","-0.18%"
"09/23/2022","3,348.60","3,427.14","3,427.14","3,330.10","37.88M","-2.29%"
"09/22/2022","3,427.14","3,476.23","3,494.38","3,427.06","29.85M","-1.85%"
"09/21/2022","3,491.87","3,461.30","3,494.41","3,425.70","28.27M","0.71%"
"09/20/2022","3,467.09","3,500.42","3,537.91","3,459.94","35.42M","-0.93%"
"09/19/2022","3,499.49","3,499.78","3,520.11","3,451.51","24.09M","-0.03%"
"09/16/2022","3,500.41","3,532.20","3,532.20","3,482.40","64.57M","-1.17%"
"09/15/2022","3,541.79","3,566.47","3,586.36","3,532.08","42.87M","-0.72%"
"09/14/2022","3,567.56","3,583.88","3,591.37","3,545.80","29.90M","-0.52%"
"09/13/2022","3,586.18","3,649.24","3,683.02","3,586.08","34.99M","-1.65%"
"09/12/2022","3,646.51","3,579.18","3,657.23","3,579.18","36.11M","2.14%"
"09/09/2022","3,570.04","3,512.71","3,581.57","3,512.71","36.56M","1.64%"
"09/08/2022","3,512.38","3,510.91","3,524.64","3,454.60","34.83M","0.29%"
"09/07/2022","3,502.09","3,495.02","3,510.90","3,462.86","28.57M","0.06%"
"09/06/2022","3,500.14","3,490.16","3,521.10","3,471.89","25.36M","0.29%"
"09/05/2022","3,490.01","3,532.77","3,532.77","3,445.84","26.17M","-1.53%"
"09/02/2022","3,544.38","3,466.66","3,548.85","3,466.66","29.98M","2.54%"
"09/01/2022","3,456.70","3,514.49","3,514.49","3,448.49","27.77M","-1.72%"
"08/31/2022","3,517.25","3,571.97","3,583.05","3,517.25","41.30M","-1.25%"
"08/30/2022","3,561.92","3,576.89","3,629.50","3,545.92","30.13M","-0.24%"
"08/29/2022","3,570.51","3,600.48","3,600.48","3,537.24","23.78M","-0.92%"
"08/26/2022","3,603.68","3,682.02","3,706.49","3,593.48","32.30M","-1.93%"
"08/25/2022","3,674.54","3,670.57","3,703.52","3,659.75","28.98M","0.19%"
"08/24/2022","3,667.46","3,651.05","3,672.79","3,626.41","22.41M","0.41%"
"08/23/2022","3,652.52","3,654.04","3,674.73","3,635.27","29.74M","-0.16%"
"08/22/2022","3,658.22","3,724.14","3,724.14","3,643.72","31.46M","-1.93%"
"08/19/2022","3,730.32","3,772.25","3,772.25","3,725.55","31.65M","-1.25%"
"08/18/2022","3,777.38","3,755.85","3,779.77","3,748.89","21.45M","0.57%"
"08/17/2022","3,756.06","3,806.93","3,813.04","3,751.57","25.85M","-1.29%"
"08/16/2022","3,805.22","3,796.04","3,819.12","3,786.59","23.98M","0.41%"
"08/15/2022","3,789.62","3,782.19","3,794.90","3,763.03","21.43M","0.34%"
"08/12/2022","3,776.81","3,760.58","3,784.19","3,756.19","26.90M","0.53%"
"08/11/2022","3,757.05","3,761.45","3,771.20","3,741.25","23.95M","0.21%"
"08/10/2022","3,749.35","3,714.40","3,757.89","3,694.88","25.96M","0.91%"
"08/09/2022","3,715.37","3,752.26","3,755.32","3,711.55","22.62M","-1.11%"
"08/08/2022","3,757.22","3,737.31","3,778.99","3,737.31","24.56M","0.85%"
"08/05/2022","3,725.39","3,751.51","3,757.48","3,716.39","29.12M","-0.78%"
"08/04/2022","3,754.60","3,733.52","3,781.57","3,733.52","31.19M","0.59%"
"08/03/2022","3,732.54","3,687.99","3,734.79","3,681.89","29.49M","1.30%"
"08/02/2022","3,684.63","3,701.63","3,701.63","3,664.28","29.91M","-0.59%"
