"Date","Price","Open","High","Low","Vol.","Change %"
"01/31/2020","3,640.91","3,697.67","3,705.33","3,639.44","49.70M","-1.35%"
"01/30/2020","3,690.78","3,717.93","3,717.93","3,676.66","42.46M","-1.22%"
"01/29/2020","3,736.36","3,717.64","3,743.26","3,715.74","36.47M","0.46%"
"01/28/2020","3,719.22","3,684.69","3,722.71","3,671.74","37.48M","1.13%"
"01/27/2020","3,677.84","3,754.63","3,754.63","3,673.80","44.84M","-2.68%"
"01/24/2020","3,779.16","3,744.75","3,795.33","3,744.75","31.73M","1.13%"
"01/23/2020","3,736.85","3,764.10","3,770.01","3,734.06","33.33M","-0.87%"
"01/22/2020","3,769.79","3,792.05","3,802.68","3,765.49","32.48M","-0.51%"
"01/21/2020","3,789.12","3,786.26","3,789.12","3,760.36","27.59M","-0.26%"
"01/20/2020","3,799.03","3,804.74","3,805.61","3,791.51","20.83M","-0.24%"
"01/17/2020","3,808.26","3,780.54","3,813.80","3,780.54","33.00M","0.90%"
"01/16/2020","3,774.14","3,770.96","3,785.67","3,758.55","17.58M","0.14%"
"01/15/2020","3,768.96","3,774.93","3,778.94","3,755.30","33.41M","-0.16%"
"01/14/2020","3,774.88","3,779.35","3,783.76","3,745.47","33.07M","-0.13%"
"01/13/2020","3,779.68","3,789.87","3,798.58","3,768.45","27.51M","-0.26%"
"01/10/2020","3,789.52","3,801.12","3,803.91","3,786.93","27.40M","-0.17%"
"01/09/2020","3,795.88","3,782.77","3,807.09","3,782.77","33.48M","0.62%"
"01/08/2020","3,772.56","3,752.87","3,775.43","3,732.90","34.99M","0.35%"
"01/07/2020","3,759.25","3,760.09","3,784.42","3,748.13","29.85M","0.18%"
"01/06/2020","3,752.52","3,764.34","3,764.34","3,710.94","28.34M","-0.55%"
"01/03/2020","3,773.37","3,787.57","3,787.57","3,745.54","30.34M","-0.52%"
"01/02/2020","3,793.24","3,754.24","3,801.13","3,754.24","29.92M","1.28%"
